Species,Year,Column1,rep,pdoug,phi,rho,sigma
S,33,2.8549820149014993,1,19,56.075517206921155,0.0102281673560298,0.5
S,34,4.65807831261624,1,19,56.075517206921155,0.0102281673560298,0.5
S,35,5.17928785423045,1,19,56.075517206921155,0.0102281673560298,0.5
S,36,5.7939002296766136,1,19,56.075517206921155,0.0102281673560298,0.5
S,37,7.832345787939699,1,19,56.075517206921155,0.0102281673560298,0.5
S,38,7.887798592128475,1,19,56.075517206921155,0.0102281673560298,0.5
S,39,6.682024015323075,1,19,56.075517206921155,0.0102281673560298,0.5
S,40,6.438946621769728,1,19,56.075517206921155,0.0102281673560298,0.5
S,41,4.039004883364343,1,19,56.075517206921155,0.0102281673560298,0.5
S,42,2.650966026286386,1,19,56.075517206921155,0.0102281673560298,0.5
S,43,2.9272330338822488,1,19,56.075517206921155,0.0102281673560298,0.5
S,44,3.0508856882610735,1,19,56.075517206921155,0.0102281673560298,0.5
S,45,4.1106549290611225,1,19,56.075517206921155,0.0102281673560298,0.5
S,46,3.3712956380595225,1,19,56.075517206921155,0.0102281673560298,0.5
S,47,3.9567056249751924,1,19,56.075517206921155,0.0102281673560298,0.5
S,48,3.277384793665818,1,19,56.075517206921155,0.0102281673560298,0.5
S,49,3.152015115643833,1,19,56.075517206921155,0.0102281673560298,0.5
S,50,2.055934923950322,1,19,56.075517206921155,0.0102281673560298,0.5
S,51,2.5110582558058625,1,19,56.075517206921155,0.0102281673560298,0.5
S,52,2.9817914120944806,1,19,56.075517206921155,0.0102281673560298,0.5
S,53,1.382247283843822,1,19,56.075517206921155,0.0102281673560298,0.5
S,54,1.694143157027723,1,19,56.075517206921155,0.0102281673560298,0.5
S,55,1.52298594600324,1,19,56.075517206921155,0.0102281673560298,0.5
S,56,2.356533063008605,1,19,56.075517206921155,0.0102281673560298,0.5
S,57,0.7468661857687263,1,19,56.075517206921155,0.0102281673560298,0.5
S,58,1.350105367721664,1,19,56.075517206921155,0.0102281673560298,0.5
S,59,1.1530077589221146,1,19,56.075517206921155,0.0102281673560298,0.5
S,60,0.6272981590430972,1,19,56.075517206921155,0.0102281673560298,0.5
S,61,1.9834513537934793,1,19,56.075517206921155,0.0102281673560298,0.5
S,62,2.5626964818424076,1,19,56.075517206921155,0.0102281673560298,0.5
S,63,2.7323561166044934,1,19,56.075517206921155,0.0102281673560298,0.5
S,64,11.109418202862953,1,19,56.075517206921155,0.0102281673560298,0.5
S,65,17.429360823366295,1,19,56.075517206921155,0.0102281673560298,0.5
S,66,15.561656158761418,1,19,56.075517206921155,0.0102281673560298,0.5
S,67,7.426478012141211,1,19,56.075517206921155,0.0102281673560298,0.5
S,68,4.973293447857659,1,19,56.075517206921155,0.0102281673560298,0.5
S,69,9.399711247853842,1,19,56.075517206921155,0.0102281673560298,0.5
S,70,8.55941685611467,1,19,56.075517206921155,0.0102281673560298,0.5
S,71,2.8197882477664473,1,19,56.075517206921155,0.0102281673560298,0.5
S,72,1.556876954167438,1,19,56.075517206921155,0.0102281673560298,0.5
S,73,0.8046770295587113,1,19,56.075517206921155,0.0102281673560298,0.5
S,74,1.3100962849392366,1,19,56.075517206921155,0.0102281673560298,0.5
S,75,1.14351074631384,1,19,56.075517206921155,0.0102281673560298,0.5
S,76,1.5215020538925097,1,19,56.075517206921155,0.0102281673560298,0.5
S,77,2.6239888417519865,1,19,56.075517206921155,0.0102281673560298,0.5
S,78,1.561230798925974,1,19,56.075517206921155,0.0102281673560298,0.5
S,79,2.9755386448635512,1,19,56.075517206921155,0.0102281673560298,0.5
S,80,5.234408206117154,1,19,56.075517206921155,0.0102281673560298,0.5
S,81,18.3263902992098,1,19,56.075517206921155,0.0102281673560298,0.5
S,82,38.63462633167347,1,19,56.075517206921155,0.0102281673560298,0.5
S,83,45.63539161679271,1,19,56.075517206921155,0.0102281673560298,0.5
S,84,24.88265157378056,1,19,56.075517206921155,0.0102281673560298,0.5
S,85,5.718695491678968,1,19,56.075517206921155,0.0102281673560298,0.5
S,86,3.8131856965536675,1,19,56.075517206921155,0.0102281673560298,0.5
S,87,3.2076953187616737,1,19,56.075517206921155,0.0102281673560298,0.5
S,88,3.205179070877543,1,19,56.075517206921155,0.0102281673560298,0.5
S,89,2.300937596453095,1,19,56.075517206921155,0.0102281673560298,0.5
S,90,2.1618250623118427,1,19,56.075517206921155,0.0102281673560298,0.5
S,91,3.6247961523090697,1,19,56.075517206921155,0.0102281673560298,0.5
S,92,5.659285556564927,1,19,56.075517206921155,0.0102281673560298,0.5
S,93,2.7462517516804583,1,19,56.075517206921155,0.0102281673560298,0.5
S,94,1.5781859908577733,1,19,56.075517206921155,0.0102281673560298,0.5
S,95,1.182055061189747,1,19,56.075517206921155,0.0102281673560298,0.5
S,96,1.138987062908334,1,19,56.075517206921155,0.0102281673560298,0.5
S,97,0.8153966491043452,1,19,56.075517206921155,0.0102281673560298,0.5
S,98,0.8171581243268267,1,19,56.075517206921155,0.0102281673560298,0.5
S,99,1.1181647247961544,1,19,56.075517206921155,0.0102281673560298,0.5
S,100,0.7633796298059679,1,19,56.075517206921155,0.0102281673560298,0.5
S,101,1.5484928261328255,1,19,56.075517206921155,0.0102281673560298,0.5
S,102,1.6603167161628032,1,19,56.075517206921155,0.0102281673560298,0.5
S,103,5.243054937040794,1,19,56.075517206921155,0.0102281673560298,0.5
S,104,5.185331846709902,1,19,56.075517206921155,0.0102281673560298,0.5
S,105,2.7989939820119916,1,19,56.075517206921155,0.0102281673560298,0.5
S,106,2.04297950066712,1,19,56.075517206921155,0.0102281673560298,0.5
S,107,1.6459930936040994,1,19,56.075517206921155,0.0102281673560298,0.5
S,108,2.5282766269406483,1,19,56.075517206921155,0.0102281673560298,0.5
S,109,2.7785669492242557,1,19,56.075517206921155,0.0102281673560298,0.5
S,110,2.3037129066994,1,19,56.075517206921155,0.0102281673560298,0.5
S,111,4.296480458729257,1,19,56.075517206921155,0.0102281673560298,0.5
S,112,4.960189191229043,1,19,56.075517206921155,0.0102281673560298,0.5
S,113,5.310023124917026,1,19,56.075517206921155,0.0102281673560298,0.5
S,114,7.3294072203765825,1,19,56.075517206921155,0.0102281673560298,0.5
S,115,10.930504262733763,1,19,56.075517206921155,0.0102281673560298,0.5
S,116,12.475149067845678,1,19,56.075517206921155,0.0102281673560298,0.5
S,117,8.788021958020837,1,19,56.075517206921155,0.0102281673560298,0.5
S,118,8.003361090434584,1,19,56.075517206921155,0.0102281673560298,0.5
S,119,3.9537264333819935,1,19,56.075517206921155,0.0102281673560298,0.5
S,120,4.041879708203388,1,19,56.075517206921155,0.0102281673560298,0.5
S,121,1.0752098927249216,1,19,56.075517206921155,0.0102281673560298,0.5
S,122,0.8603900169079018,1,19,56.075517206921155,0.0102281673560298,0.5
S,123,1.1689510589243657,1,19,56.075517206921155,0.0102281673560298,0.5
S,124,0.9139384320613407,1,19,56.075517206921155,0.0102281673560298,0.5
S,125,1.4380437475121708,1,19,56.075517206921155,0.0102281673560298,0.5
S,126,0.9213841931857171,1,19,56.075517206921155,0.0102281673560298,0.5
S,127,2.04974381102085,1,19,56.075517206921155,0.0102281673560298,0.5
S,128,3.0754677403114403,1,19,56.075517206921155,0.0102281673560298,0.5
S,129,3.284127455235544,1,19,56.075517206921155,0.0102281673560298,0.5
S,130,3.858784712120199,1,19,56.075517206921155,0.0102281673560298,0.5
S,131,1.9451404720108074,1,19,56.075517206921155,0.0102281673560298,0.5
S,132,1.5453843658583555,1,19,56.075517206921155,0.0102281673560298,0.5
S,133,3.1515067020205465,1,19,56.075517206921155,0.0102281673560298,0.5
S,134,5.427098039651232,1,19,56.075517206921155,0.0102281673560298,0.5
S,135,11.952536231821691,1,19,56.075517206921155,0.0102281673560298,0.5
S,136,9.395157909870312,1,19,56.075517206921155,0.0102281673560298,0.5
S,137,10.149603890976607,1,19,56.075517206921155,0.0102281673560298,0.5
S,138,10.879337513096022,1,19,56.075517206921155,0.0102281673560298,0.5
S,139,6.456762789931375,1,19,56.075517206921155,0.0102281673560298,0.5
S,140,3.999217994834178,1,19,56.075517206921155,0.0102281673560298,0.5
S,141,2.081467128898096,1,19,56.075517206921155,0.0102281673560298,0.5
S,142,1.9631313486171305,1,19,56.075517206921155,0.0102281673560298,0.5
S,143,1.322873428936967,1,19,56.075517206921155,0.0102281673560298,0.5
S,144,1.6413256261938312,1,19,56.075517206921155,0.0102281673560298,0.5
S,145,5.5432058066495244,1,19,56.075517206921155,0.0102281673560298,0.5
S,146,6.32126904157123,1,19,56.075517206921155,0.0102281673560298,0.5
S,147,13.141144549670667,1,19,56.075517206921155,0.0102281673560298,0.5
S,148,7.029454232331413,1,19,56.075517206921155,0.0102281673560298,0.5
S,149,8.569425535026065,1,19,56.075517206921155,0.0102281673560298,0.5
S,150,13.347723882976402,1,19,56.075517206921155,0.0102281673560298,0.5
S,151,9.725958466249727,1,19,56.075517206921155,0.0102281673560298,0.5
S,152,6.145038974193372,1,19,56.075517206921155,0.0102281673560298,0.5
S,153,5.362445486388018,1,19,56.075517206921155,0.0102281673560298,0.5
S,154,7.956237901319223,1,19,56.075517206921155,0.0102281673560298,0.5
S,155,7.802884990271056,1,19,56.075517206921155,0.0102281673560298,0.5
S,156,5.703720689686435,1,19,56.075517206921155,0.0102281673560298,0.5
S,157,11.716122193284903,1,19,56.075517206921155,0.0102281673560298,0.5
S,158,16.830515964044,1,19,56.075517206921155,0.0102281673560298,0.5
S,159,7.992673279874915,1,19,56.075517206921155,0.0102281673560298,0.5
S,160,4.09167983808797,1,19,56.075517206921155,0.0102281673560298,0.5
S,161,6.702546044456791,1,19,56.075517206921155,0.0102281673560298,0.5
S,162,3.671585399449664,1,19,56.075517206921155,0.0102281673560298,0.5
S,163,2.2110632712272706,1,19,56.075517206921155,0.0102281673560298,0.5
S,164,3.127411793700937,1,19,56.075517206921155,0.0102281673560298,0.5
S,165,2.1822440195135657,1,19,56.075517206921155,0.0102281673560298,0.5
S,166,3.1285374517069626,1,19,56.075517206921155,0.0102281673560298,0.5
S,167,2.882481340570645,1,19,56.075517206921155,0.0102281673560298,0.5
S,168,1.9712249684656094,1,19,56.075517206921155,0.0102281673560298,0.5
S,169,2.7750404306184064,1,19,56.075517206921155,0.0102281673560298,0.5
S,170,5.0639244881450605,1,19,56.075517206921155,0.0102281673560298,0.5
S,171,4.72897043859595,1,19,56.075517206921155,0.0102281673560298,0.5
S,172,13.197312961560648,1,19,56.075517206921155,0.0102281673560298,0.5
S,173,13.103206878347697,1,19,56.075517206921155,0.0102281673560298,0.5
S,174,11.416954187811749,1,19,56.075517206921155,0.0102281673560298,0.5
S,175,15.424552786153665,1,19,56.075517206921155,0.0102281673560298,0.5
S,176,10.82437055295039,1,19,56.075517206921155,0.0102281673560298,0.5
S,177,6.757560749196325,1,19,56.075517206921155,0.0102281673560298,0.5
S,178,5.99630722949261,1,19,56.075517206921155,0.0102281673560298,0.5
S,179,6.952855510340336,1,19,56.075517206921155,0.0102281673560298,0.5
S,180,8.062163342777653,1,19,56.075517206921155,0.0102281673560298,0.5
S,181,7.771198135875847,1,19,56.075517206921155,0.0102281673560298,0.5
S,182,5.6678026075904375,1,19,56.075517206921155,0.0102281673560298,0.5
S,183,5.0224681021851705,1,19,56.075517206921155,0.0102281673560298,0.5
S,184,3.9790055953757753,1,19,56.075517206921155,0.0102281673560298,0.5
S,185,3.0665532342938295,1,19,56.075517206921155,0.0102281673560298,0.5
S,186,3.932707545727375,1,19,56.075517206921155,0.0102281673560298,0.5
S,187,3.1997862922192173,1,19,56.075517206921155,0.0102281673560298,0.5
S,188,5.52951803393275,1,19,56.075517206921155,0.0102281673560298,0.5
S,189,7.989872654955653,1,19,56.075517206921155,0.0102281673560298,0.5
S,190,7.19317763384965,1,19,56.075517206921155,0.0102281673560298,0.5
S,191,8.977218575534353,1,19,56.075517206921155,0.0102281673560298,0.5
S,192,9.587642620589218,1,19,56.075517206921155,0.0102281673560298,0.5
S,193,7.197671350838949,1,19,56.075517206921155,0.0102281673560298,0.5
S,194,7.297925814019828,1,19,56.075517206921155,0.0102281673560298,0.5
S,195,10.389751221896221,1,19,56.075517206921155,0.0102281673560298,0.5
S,196,9.532605170600608,1,19,56.075517206921155,0.0102281673560298,0.5
S,197,12.485069205384713,1,19,56.075517206921155,0.0102281673560298,0.5
S,198,10.367442401733655,1,19,56.075517206921155,0.0102281673560298,0.5
S,199,3.9718971366556106,1,19,56.075517206921155,0.0102281673560298,0.5
S,200,2.0773092826443573,1,19,56.075517206921155,0.0102281673560298,0.5
S,201,2.1688850007977476,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,1,0.7245965172216159,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,2,0.4528968812254884,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,3,0.7636616549823929,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,4,1.5282644399628134,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,5,3.3530484355028762,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,6,6.666106023530455,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,7,6.571109724931298,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,8,6.25527641147839,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,9,4.522943957190935,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,10,3.5300053131619875,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,11,2.172026234163151,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,12,3.6460647715907957,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,13,6.4842746760801875,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,14,14.852219287217078,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,15,52.78367163120571,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,16,84.88190613845786,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,17,131.3664794649684,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,18,103.43886619972352,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,19,38.50239886642721,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,20,14.84958227867311,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,21,21.510178287548094,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,22,24.749544556235715,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,23,15.624541931251546,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,24,14.502657292263427,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,25,20.282920695638072,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,26,32.70734305452255,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,27,49.10192979509613,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,28,67.76717943103237,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,29,157.68250717399255,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,30,102.71593799892912,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,31,91.44864672935518,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,32,67.24624556236873,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,33,41.70509032701227,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,34,29.307642937982802,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,35,36.049076554339464,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,36,43.67534472371265,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,37,52.471564848097415,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,38,73.37790173696135,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,39,84.50602392281387,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,40,78.15290774765737,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,41,73.2872502166258,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,42,50.10338581328295,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,43,30.73971066156302,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,44,25.420302719197252,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,45,23.764408421739105,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,46,29.355788340357236,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,47,27.904866156342212,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,48,30.97654503913201,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,49,28.10690718129404,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,50,25.90154476272946,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,51,17.957293854974864,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,52,16.89115311378877,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,53,18.77033768666691,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,54,11.237214802780928,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,55,9.337118124206379,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,56,7.6207947785271655,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,57,9.465384337080032,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,58,4.742030583839337,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,59,4.287937665513772,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,60,3.5248784275067666,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,61,1.9659432167411481,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,62,2.978518029121274,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,63,5.259529268808018,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,64,8.445691006095686,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,65,43.45183350417076,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,66,147.59569969617783,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,67,203.6534841348782,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,68,126.94134110601468,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,69,76.51695201973541,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,70,99.73977180079395,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,71,101.95636388376491,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,72,47.393539920895954,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,73,21.401427284830667,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,74,8.814956264447675,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,75,6.445369137077414,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,76,4.677365841030667,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,77,4.607687293998241,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,78,7.289568187695292,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,79,6.568507215522493,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,80,10.530481283776663,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,81,23.751863581165345,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,82,120.36309720482313,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,83,431.1290236432515,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,84,679.8725455133115,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,85,473.27424839418194,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,86,167.71129459026704,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,87,74.00510173795146,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,88,42.72867651753508,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,89,32.151135402015846,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,90,21.770295340581466,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,91,16.68235236153309,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,92,21.78159315281665,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,93,37.228418732511805,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,94,27.145053395110892,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,95,15.42815311420086,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,96,8.887269206249133,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,97,5.9302710082083605,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,98,3.5021054496813457,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,99,2.3154793341093582,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,100,2.0908997665939015,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,101,1.4506591215406366,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,102,1.8679577474032527,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,103,2.4789696964473475,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,104,9.081395530698655,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,105,21.54083752486003,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,106,20.76095097025515,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,107,16.030278821735955,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,108,11.666716131475232,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,109,13.371831792692456,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,110,15.731686968993374,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,111,14.886362283518753,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,112,24.385704916453072,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,113,35.95181264956405,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,114,45.90854734445288,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,115,67.1863335858558,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,116,110.18217448732807,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,117,146.39698212739495,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,118,121.60769026136526,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,119,104.40694064589708,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,120,58.86305750326486,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,121,44.93056441480844,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,122,17.069478002596398,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,123,7.779771788232865,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,124,5.430365280428083,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,125,3.503384225444179,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,126,3.5228604527531764,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,127,2.5336900961564095,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,128,3.733258811898959,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,129,7.308193219515357,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,130,12.379113774436606,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,131,19.81203987985977,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,132,14.958326406775925,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,133,10.621738113640168,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,134,15.171724788531955,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,135,30.332140692808572,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,136,88.55143391536653,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,137,108.42083971621561,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,138,123.20722368453494,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,139,135.31422334863296,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,140,93.4664044489196,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,141,56.11936407475743,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,142,28.048255248536627,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,143,18.029732869836923,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,144,10.525166274990148,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,145,8.64133050553635,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,146,21.892428927703833,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,147,41.483421769521016,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,148,107.96428374079203,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,149,91.1841012381014,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,150,98.87004256207788,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,151,147.55066723889033,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,152,131.13830898194269,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,153,88.51391978652418,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,154,67.02824455086815,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,155,81.38892366623104,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,156,86.77435212571878,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,157,69.73051412169653,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,158,115.65904085940461,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,159,189.94956209758914,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,160,125.73600340400871,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,161,66.12116632007691,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,162,70.11803827355234,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,163,45.74675935600137,1,19,56.075517206921155,0.0102281673560298,0.5
Z1,164,25.889002416006228,1,19,56.075517206921155,0.0102281673560298,0.5
